Title,Source,PublishedAt,Description,URL,RegionSource,TaxonomyCode,RiskCategory,AffectedSupplier,ImpactedLocation,EstimatedSeverity
Boeing boosts deliveries and backlog in Q4 but core aircraft unit remains loss-making,Aerospace Global News,2026-01-27 08:00:00,Boeing boosts deliveries and backlog in Q4 but core aircraft unit remains loss-making  Aerospace Global News,https://news.google.com/rss/articles/CBMihAFBVV95cUxPSkxVcU9ZQzhRTDF2bXlUbG5mQnk4VE9TeWl3Tm9hWmduSlpmVUtpM2pOampfWV9ob0FuRjJzbGUwMU5iRklMQ21oU05McHRNWjJfc2s2X2V1cTBhTnhoeXdXR1RHVV9PaEhuVzhEcmZRUUlTMWVLT1ptWXRrLXBNVUpYb0s?oc=5,United States (EN),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Boeing (Direct),"Renton, WA, US",2.5
Boeing's Record Backlog and New Vietnam Orders Signal Demand Is Not the Problem,Yahoo Finance,2026-04-06 07:00:00,Boeing's Record Backlog and New Vietnam Orders Signal Demand Is Not the Problem  Yahoo Finance,https://news.google.com/rss/articles/CBMipAFBVV95cUxQME9fWld5d01nazZVeEpQak1oVndkaGVDNDNSZGJoa0ZiTDFocUlFWTl5VTlUdlBXZ24tRDZza3RnbVZNT2lpZ2JkSlZJbnFITVBxTVFxWHZSSDRkQm0wb0U2N1dnVHNRN3hGaldfMzBDSGNvbWFwbGViXzE4V0RIY05ocGpxRGhSZl9aRmxRTHJXN1V6d2UzZm5jMnFzZjEyVzZaVg?oc=5,United States (EN),FC,"Financial & Corporate (Supplier bankruptcy, distress, mergers & acquisitions, re-verticalization)",Boeing (Direct),"Renton, WA, US",2.5
"About 3,200 Boeing jet and weapons workers begin strike - ABC News","Breaking News, Latest News and Videos",2026-02-11 16:48:52,"About 3,200 Boeing jet and weapons workers begin strike  ABC News - Breaking News, Latest News and Videos",https://news.google.com/rss/articles/CBMilwFBVV95cUxPOGZmTW9pU0syVU5zcDlRRm10X2tGOHFmeEtXVEVuc21sc2o1YzBBRzNuNEhFU29lYVphaVBhWV80YXRkWGZpek9CS2NIb0o4ZnlhLWN2UjhSdlQ3VDVyLXRVTTgtVm5jdGNOaENQeUVyNUd6VXVJQmVTbFhHeVotaDNQNlhDZmZuNmZwekk1S2E5SGRaTVBF0gGcAUFVX3lxTE9lT2ViZ2l2ODNVRUVkQWxpVlFXSDRUY0pobVhVSDAwZ1p5TGdNN3QweldXSWlta1dTOUItdHV3V0RHQ1lQdXRGX1BSQkg0czd0all0bFAtZkh4b0M5dk84ZnR3eVpYS3YzbE5hSmZTQlZETkxhcUtDdU5TOXRmSHlaN2VZVnpxb3RNV3h6eWF5Wk4yalY3dmMxRTdhOQ?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",5.0
Boeing Beats Airbus On Deliveries For First Time Since MAX Crisis,Simple Flying,2026-04-14 07:00:00,Boeing Beats Airbus On Deliveries For First Time Since MAX Crisis  Simple Flying,https://news.google.com/rss/articles/CBMidkFVX3lxTE1sZTZJRS13UTJyRWNjWmF6aFltbWRpdHlZc2FaTU94Mnk5aXVWZWhkQ202R01rYjgyTWtSTGc5a1lfV3V2Y0tONnRZZmhOSDVQSDJTMGV2cm9lWkNNVlpSdXZfUWNCc3dLdHNmbjRJVVg5cVZRNVE?oc=5,United States (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
"Fresh Off Labor Strike, Boeing Set to Double F-15EX Production",The National Interest,2026-03-05 08:00:00,"Fresh Off Labor Strike, Boeing Set to Double F-15EX Production  The National Interest",https://news.google.com/rss/articles/CBMipgFBVV95cUxPU1BiWWQwcjZFeGNxUml4LWlKLUJLa1JDN3V6WEdHRkQtdlA5X2NYN2EzblVGUjhYd1NUSlVGY05GM1NnaFFDVmdrLUFHYkNkWFFsU1lISUszbmNCbnI5RHN4ZGNaUlBXWjU5WUNzZkVxVS1TcUJfdy12REVMa3BJMEZ0YjRFSGZhXzgtdXdNclN4REVWb2ZzNUZTdUtUWFdwWFJZQVFR?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",5.0
Boeing stock beat masks supply chain nightmare,Yahoo Finance,2026-01-28 08:00:00,Boeing stock beat masks supply chain nightmare  Yahoo Finance,https://news.google.com/rss/articles/CBMiggFBVV95cUxPb0dJVU9uY0lOVnlUR2xib2tid2g1ZHBubHdqZWpvNW5qWExsSzk2TXBJMWYxb0Q0MzlJSjZJdnl5RUlBckFYNEl3cjFyeXI2OUd2bTY4dW5JMVQ2dVNaNDZzYUVzV2Zhd2lNa0RhUDhDeDBOLTdRMUFFczl1bVZnQl9B?oc=5,United States (EN),FC,"Financial & Corporate (Supplier bankruptcy, distress, mergers & acquisitions, re-verticalization)",Boeing (Direct),"Renton, WA, US",2.5
Last Year’s Boeing Strike Has Delayed F-15EX Deployment to Japan,The National Interest,2026-02-20 08:00:00,Last Year’s Boeing Strike Has Delayed F-15EX Deployment to Japan  The National Interest,https://news.google.com/rss/articles/CBMisgFBVV95cUxOS3lFb3huT0RWcnN2ZlBJMXpYREdPNVRHamM4OUxsaVcxVnEySndTUEw3VWxrWGdIUlpEb0FYWDBaRHJZU1dseVRUZTd1bzE1TTc3LVdYREpZZFJvMkVpZ2xfX1JXTlJVczIwaEVOTFVsMG9jUzZqT21xMlhnb25fUzFKelpzcnZyZGo4V0ZYNW9PU0NsenZoeUFqUkFFQnI2LVM4aWJBeVQxbVBfQUZJeFpR?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",5.0
Boeing asks suppliers to check for Middle East impact as war rages,Reuters,2026-03-16 07:00:00,Boeing asks suppliers to check for Middle East impact as war rages  Reuters,https://news.google.com/rss/articles/CBMirAFBVV95cUxPdnhpN01rMTdQZzdVUWxmN05qOXpVeEdYLTBJU2I0c2VCZ2V6dlkwazFmUlBkM1pnSHphdjh2LXEzU3FIQlkzRWktMEQ2LXhDZFBmb3BRMi01Rlk0aXVmdjBKR0Q5RFpVNmJOUnAxWXdzeXFEU3E0a1hobHRrZ2UtazVSeGItS3dRaFZQckhFWmNfLTVzc2hFVE5ZVUZBRVJrdjVFYm9oemM0NXlU?oc=5,United States (EN),GT,"Geopolitical & Trade (Export restrictions, sanctions, tariffs, trade war/conflicts)",Boeing (Direct),"Renton, WA, US",2.5
Why Boeing is Reshaping its Defence Supply Chain Workforce,Supply Chain Digital,2026-02-05 08:00:00,Why Boeing is Reshaping its Defence Supply Chain Workforce  Supply Chain Digital,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQUXc0MTJfeU54N3FtdFdfaDNNWG54X0l5Um1scWE2ZnpuRURlcGtWVjhFZzMzUFF0cDZWZm5UM1drSnJTMzl1R0huSTdFTVpmWFV5ckxfclpZcmFBU2ZoVHUyeXgxaXNUaWFuVTdJZHQ2aVFRZmttNXNuSWpqWWdGb3FXejBDSG9v?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",2.5
Why Boeing Has Seen Such A Rebound In 787 Dreamliner Production,Simple Flying,2026-03-10 07:00:00,Why Boeing Has Seen Such A Rebound In 787 Dreamliner Production  Simple Flying,https://news.google.com/rss/articles/CBMiggFBVV95cUxNMUlXXzk3Sm1WVk0wMEZwVHBUZ0RpaEFSTnNWQnlDV2YyQlFYQXNRQ1NWMzEyYmJHcUpYQ2hvUUtsWDl4Ukk2T0tyOW1FNUR3ZFU2NzhpNFA5VjlrcXQyUXk0WE5XMzEwUkNEVS1MY2RaY1ZyQlA5SkF3Z0hwSjBtYVZn?oc=5,United States (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
Boeing strike to continue after workers reject new contract - ABC News,"Breaking News, Latest News and Videos",2026-02-17 03:46:11,"Boeing strike to continue after workers reject new contract  ABC News - Breaking News, Latest News and Videos",https://news.google.com/rss/articles/CBMikAFBVV95cUxNOGc5SWN3SVRLenlkVVFnRUtTQ1BGeU8zdlotY1lQdjBHS29WQXE1UkdpVThQZ21ueExXYzZrNHpBZHA4N1kxQnJ2U09VWmZtel9nLWo3MjVPSkxFRF9VT25HT1l2NDdZZlFLTmNLWnByU3FDVGFYQ0cxVXJLZE5KMWtJZHNtRVdrdEt4dVFaSFjSAZYBQVVfeXFMTzgyeEszeHp5bUFVbTA1akkzb2FNcHdRRGhNRGZHTlM4NUpxMGJ4MFFhNjgyT0U2T2JEcktVaTlVRXE2MU5HbFU4Y2g0Y1BjR0dhVGhWUzJCSXpyLWJPQjBaYkVYNDMzdnduMmdQTGNsc0tiVzNLUkZBakd6LW9fVTA3ZVk0QUNEV2hjeDZtU1VBRXo4R3RB?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",5.0
Airbus and Boeing Report November 2025 Commercial Aircraft Orders and Deliveries,Forecast International,2025-12-10 08:00:00,Airbus and Boeing Report November 2025 Commercial Aircraft Orders and Deliveries  Forecast International,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPbjVwb05ZOGF2cVBEV3VXRS1JQ1ZwOEpFVXB1ZGdqaEY1aWRjbk43bUJXMmZJZGRrTHdsY0NoaU5TSFZzd3dqQlVzVTJfdXg4a0t5Z0dyQVpzQlVSWktHTmQzN3V4LVFCYURmQlVPTTRuMmNKWThhOFptbERSTnd5NkFRWEhXWWpVRFRGSDhnWlozbmd3QlVVMzhRaDJkNDBhRlJ1OUV5MVY1UGs5QkJFM1lYTktjdDhBRHNSZHAwX1hzNy1seTItcUdobFpLV1BObC1R?oc=5,United States (EN),MS,"Material & Component Shortages (Raw material shortages, castings, fasteners, titanium/nickel delays)",Boeing (Direct),"Renton, WA, US",2.5
Aircraft order backlog eases to 12 years as Airbus outsells Boeing again in 2025,centreforaviation.com,2026-01-15 08:00:00,Aircraft order backlog eases to 12 years as Airbus outsells Boeing again in 2025  centreforaviation.com,https://news.google.com/rss/articles/CBMizwFBVV95cUxOMHc0b0dtQk50U0M2M3BnbElPN2J6Q2hhV2ZJYnFDNGNaTGpxUEdZZkxUU292RS1NX3g5Q0w2NzlybVZ4ckVhRW1MWlA2TG16d24wVENaM2hHaW56STEwQ1A2MWJEWVMwNWFyclVKMmJjNFJHVlRFVjI0dW05Q1pwU1Q5eDlGV1I2TTdWNHpBcFQ3YlNEZWFUZ2w2SVAyMGphdG1xQTNaQjRYRGdNc2VNQ0phaHoxcTk4a2FSZExJVGJSc1FmQWpfVi1GaHlyYzQ?oc=5,United States (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
Source: Boeing tells employees about layoffs at Defense supply chain work group,KING5.com,2026-01-12 08:00:00,Source: Boeing tells employees about layoffs at Defense supply chain work group  KING5.com,https://news.google.com/rss/articles/CBMi4AFBVV95cUxNUDFQRTM5VFZsZEl1aGRFOTlXR1NhRFdZWFpHY2RXYjZzV3JUM0JyU3EyZkY2a3pnbFVBMEFra2EwX0JsRkFBbEFSN1dCUDBFaXhzT0Y5VGVmYXFfWE53VGxyV0dEV1dKUllocDNPeWRpbnItSkdNQWlNR2l6VFZKT1dXSE1xTEw1RFVlTXJMRXZQRzg0djNsRWM4bUFwaWxiQUY5ejJKVWphZjluOVgtUkhkUUh5UjRON3BpczFDSzhUWkJZV3luSkJ3M2FuSzg4ZGVQclFfNC1RdXBaTVp3Rw?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",2.5
ACG doubles Boeing backlog with 50 737 MAX order,Aerospace Global News,2026-01-13 08:00:00,ACG doubles Boeing backlog with 50 737 MAX order  Aerospace Global News,https://news.google.com/rss/articles/CBMifEFVX3lxTE5QaHp0S0I5RXJKd081ZmVpS3AzZXlhajl3UEFYZEFwWnEzTkxHcWM5UVZUazc0WmdYOTVQWFlWQTZzUEt4WFNpTXgwNWIzUklUWEFSLXg5U0dVaE9MNXJScEdzS1JFRURJVy1weXRlVmlQeVRwVU5PNlZMVTE?oc=5,United States (EN),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Boeing (Direct),"Renton, WA, US",2.5
DGCA says no fault found in Boeing fuel control switch after Air India grounds plane,BBC,2026-02-03 08:00:00,DGCA says no fault found in Boeing fuel control switch after Air India grounds plane  BBC,https://news.google.com/rss/articles/CBMiWkFVX3lxTE4yZHYzN0dfWU95aGRsVDRjUjhNUHhMOHg5Zl9JTm11d2ZBS2RlSk9OQVdJaUV3QjFQTUFRWFItZWp5bXlQR09uRi1XRTJsM3VVTHd0X0cyZWFQZw?oc=5,United States (EN),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Boeing (Direct),"Renton, WA, US",7.0
Why The US Is Worried About Boeing 777X Certification Bottlenecks,Simple Flying,2026-03-16 07:00:00,Why The US Is Worried About Boeing 777X Certification Bottlenecks  Simple Flying,https://news.google.com/rss/articles/CBMihAFBVV95cUxPWUFoejhESV9Veno2blVQUTVnekR5eGNKeGZDaWJXM28xZk4xZVNGNGF2OHR1ZWhzbzhXc2V6cUxfOU1jcnhKbGFSQXdCMVJmZVl3SWhFZzJPWE5SUHBobVRlWjN4U04tMzQxX1NDXzFGZmN6QTFBNU1SdUJlYTkyOXZJbkw?oc=5,United States (EN),LT,"Logistics & Transportation (Rail delays, port congestion, shipping/air cargo capacity bottlenecks)",Boeing (Direct),"Renton, WA, US",5.0
Air India grounds Boeing Dreamliner over possible fuel switch defect,LiveNOW from FOX,2026-02-02 08:00:00,Air India grounds Boeing Dreamliner over possible fuel switch defect  LiveNOW from FOX,https://news.google.com/rss/articles/CBMifEFVX3lxTE5QaFVTRHkwVjRDVnc1aE1CN2NNcThyQUk1akZENEVrMy1uejlETXNhWjBSRl9Gcmo4eEY1UTRIX1RCd2VWUHBIc05FWENlRUtzUXRzTVdlS3ZnUFJTQXZQNXdId2daVDNpbG5WMUtTSnBGdjdWR3dMSEdJU1nSAYIBQVVfeXFMT1JLYzdkeEJuZVE1MTlUaWJIbjRHajdSQlJScWZQcHpfeUtSMzVFd2Q1ZGNBLUVRRVhncTVEOVNLMWNiU1pwbnhOcTZWazlEYTNwTjhfY19ld0dEbzNlUHNmeG16eHB2bjA4aDdNNmowMGJScnNDS0NqVWxiVHQxcWtudw?oc=5,United States (EN),QS,"Quality & Safety (Supplier defects, quality escapes, airworthiness directives, recalls, inspections)",Boeing (Direct),"Renton, WA, US",7.0
The Real Reason Why The Boeing 777X Is Delayed,Simple Flying,2026-03-04 08:00:00,The Real Reason Why The Boeing 777X Is Delayed  Simple Flying,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1qcXhkVWw2eFl5OFEtYjBIZEhKLWlpVC1RaEFDWUlvQ0VlZFJpWVIzaFY1Ulg2RV9DcDU3QUludkhIRW1iMW1HSmtaa3poWk5Hbk9QZTExbUszb0JtNmFVSGRYTEZiR0Q2?oc=5,United States (EN),LT,"Logistics & Transportation (Rail delays, port congestion, shipping/air cargo capacity bottlenecks)",Boeing (Direct),"Renton, WA, US",5.0
Boeing is said to trim defense supply-chain roles as workforce reshuffle continues (BA:NYSE),Seeking Alpha,2026-02-05 08:00:00,Boeing is said to trim defense supply-chain roles as workforce reshuffle continues (BA:NYSE)  Seeking Alpha,https://news.google.com/rss/articles/CBMivAFBVV95cUxOcGtZYmliLTNGRzAyT21rQ195SXFUckJHc0MyUzRaellKeWpXcTY0NWttajNEVzdENUdoVnhjcDdvakltenl0REZqUzA1S0lrU1kzZl9ZZk43aWpUcGRma2hYLU1yNFJDOG9nZmlEUk1LSHFCaThBcjJVeTlkMnFyeG5MU2ZGRnNyWWh0VXhDVTduY1BxOEltMmtNc21oX25lV2VGODJETXFqejQ3MU5TdG1xYjlfQWZUWW0tRA?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",2.5
The Trump bump: Boeing orders soar past Airbus after sluggish sales,Euronews,2026-01-14 08:00:00,The Trump bump: Boeing orders soar past Airbus after sluggish sales  Euronews,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPby1aSFlaWVpVakNHRGw1cHFDLWx3Z2ZzMFp3ejV1aXZ4WUVNdS1hMU9GTXJQNzNsT2FzOHJyTzY5UVJLZVlhdC12ejVFbzJ6QmxuYXVFajdiZ1h1djBDZzRQOGpFZlc4S1FLdTR3YWpDQkkxNkZrWjk2MzdnYWNrMDlZelk3TElkbnJhbWxVc0l2aHU2WnRaWWFRd3MwMHlmRjJFbEExLXU2ZFNPX0p2MG5laEpyX3pv?oc=5,United States (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
Boeing closes Spirit AeroSystems purchase in major supply chain realignment,Reuters,2025-12-08 08:00:00,Boeing closes Spirit AeroSystems purchase in major supply chain realignment  Reuters,https://news.google.com/rss/articles/CBMi4gFBVV95cUxQWXdRSzU0SkVhQTNiT3Z1eTUyR0d2TTc5R0twZUp5WURxV1dyMkNqN1F6cnJyQWQ5SWxXOFRKM01yTXg5TkpOSndETkVzMHdkdGlhSUF5N2JJRkNKdFZpa0dhaWJ6QzltdzgzRTZEaVU4TVNZUzJEX2pQdC1uNFQ4TjVwRHpjNVNaLXNpY21Od2VfUVhfOTU0Zmh6dThBN2NZQ0FnS1RnWUh5NEp1dTIwM0p6ZUl1YTlfSzloVWxSUjJrcG8yQUw4SFpmbkFfdjFwLXZBOWM0cEFUT3dzS210NWdR?oc=5,United States (EN),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Spirit AeroSystems,"Wichita, KS, US",2.5
Boeing strike in St. Louis ends after union approves new contract,Missouri Independent,2025-11-13 08:00:00,Boeing strike in St. Louis ends after union approves new contract  Missouri Independent,https://news.google.com/rss/articles/CBMirAFBVV95cUxOeWxOMk1IQy1oUU9UYWNqZWVxbHpPS1BaaVlXTUtyLXNySktDVUdROEF2b0U4SnU0MDhKTEVqNS1TcnFYTXZkVllVcWsxNkZ6ZGpwMUUxak50OHRHbV9mWUt1X0Y0TlpTM051MHhVdU1EZGpqYTNLejB5bVhad29EVU5pQTRVVEtqbHNDLU95VzlLSHJNU3BWN1hHelE5REQtZ01LbGpTX0Z4S19f?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",5.0
Boeing’s monthly deliveries dip in November,The Seattle Times,2025-12-09 08:00:00,Boeing’s monthly deliveries dip in November  The Seattle Times,https://news.google.com/rss/articles/CBMinwFBVV95cUxOZ3VidDJvU2dQdkZudU4yVnBmdk5WSURtb2t4R19hbkw5ZkloaWdMV2kxOEFtVGozUDVVZ3Q0cm9JeVQ3dFh6MTVIWXFRSGd4VFJ4TjlWNEQydXVaMjJjZnNIWmEyRjVXcW5FdjBmZVBsdFptT2RXU0hNMExYcEJ3TFJuMDY4SzJIXzQxUEpGV1dOUU9GdG5MVDNqejJveDA?oc=5,United States (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
Time was Boeing’s strongest weapon in months-long labor dispute with St. Louis machinists,STLPR,2025-11-20 08:00:00,Time was Boeing’s strongest weapon in months-long labor dispute with St. Louis machinists  STLPR,https://news.google.com/rss/articles/CBMipgFBVV95cUxOVWpSUERKNVcySHFzZGJLZm1oT25rT3d4VWk4OUs3NzViTW50YnpyLWlUX1hVWWJMMmJIQURwOXpPczJlVWp3TzRsSVVBVlJneDhlNi1VZkZMd3FfZUFGYVk1N2RGTnVyWFF4RkpzMFFNQ0VuRU5vSUxBbTBoTGVlVGVQRkMxaENSSEZ0TFpTalJZckkyUURXMUtWN01vYXlaNW0ydjF3?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",2.5
Boeing receives more heat from Congress to settle St. Louis strike,Missouri Independent,2025-11-04 08:00:00,Boeing receives more heat from Congress to settle St. Louis strike  Missouri Independent,https://news.google.com/rss/articles/CBMirgFBVV95cUxPWGdjV0xDMU53dzhLZjVrWno4T25SWm82anFCdFRTbnp0MGZuOWRFY28wc3NWRWctTEU4VEkzQWNmaktGN1FseUMyeVFnYVlTRTRkRTBCdzM0ZUFZRnRUbGtDaHZlM0pkbUY5eXRFaEVwREg5MTNXZklaRldkdi0wRlVVSHhNUUJEbWxHS0NvOXNZYmxXbm1fVzBab3Q0MWlzdjBwWGI3MmJvenVKSkE?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",5.0
The Boeing strike enters 4th month — here's how it got to this point,STLPR,2025-11-06 08:00:00,The Boeing strike enters 4th month — here's how it got to this point  STLPR,https://news.google.com/rss/articles/CBMikwFBVV95cUxPVVhfUjlPQjJhV2ZsNEd5VEpZaVJobUc5VE5WczFqSkd3R1NsSURVcHhCbm1ObzAwNjBRYXA4SmxlcTViVnJSZGZ6WTNOaDNrN211a2xUb0JhaFE4d29adlltMmttNVBQR3dRdTh6T1BTRkVhWUJJX3JIb2x1N1c0dTg3S0F6TUFJaklLblVWY0pYU2s?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",5.0
"St. Louis Boeing machinists approve contract, ending 15-week strike",STLPR,2025-11-13 08:00:00,"St. Louis Boeing machinists approve contract, ending 15-week strike  STLPR",https://news.google.com/rss/articles/CBMikwFBVV95cUxPQkMtOUo4dVZzQTFzTWVBN2F6ckJWSFQ4N3lJdzJYeFVEV2lwdGc2TmlJWWxCZUtsYy01NzA2NVNIQWlNcHFyNEQ2MGc5X1RNTEZsR0tiVTJIUXNzVm1NbXJGcTZFOEQzaHJwWmk2cmd0Y2xJZ3dBbTRQN0p3RlVmZHVBdnpsbk9PVm5GckJybndaLWc?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",5.0
Hawley Urges Boeing to Negotiate with Missouri Workers on Strike,U.S. Senate (.gov),2025-11-04 08:00:00,Hawley Urges Boeing to Negotiate with Missouri Workers on Strike  U.S. Senate (.gov),https://news.google.com/rss/articles/CBMimwFBVV95cUxNdzk3OFB3bmxLcUdhTWN1QUp3a0pKY1V4NEQySTdsQTE5VUxiTGxmT3N4dVYxLUNkbHNLb3Y2SlhiV1l1bTFxYUlBdXpnTVNtMUhFR3FKajByTmhRaFUxYk5TaFFGYVpJeVJQVmgxU2dzNHp4YmdHOHdfNXhuUUtERmNpLUtIOEhmcUdZQnRPbWhmY1lLYngwVkl3OA?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",5.0
‘Give us something fair’: Workers picket outside Boeing facilities near St. Louis,Missouri Independent,2025-08-06 07:00:00,‘Give us something fair’: Workers picket outside Boeing facilities near St. Louis  Missouri Independent,https://news.google.com/rss/articles/CBMivgFBVV95cUxOVHpMMUV5ZTB1ZXdXdzlUd1FUOW5yZ0JPS0FPNXdWUGt3QmxBNV8tSzhWTG5VVmYtM0NTbXhLSUE5ekVEV2RhOUdTakdzMDh3Vm0waXRHZXNOVlFHQnlwZ0xkbnlWcWRWcE1fSTZ4dEZsd1ByT1BuV3pEVlZTMUkwSmhvSEJqd2EtSml5STFiNXFaYU1HZHphN1Bvb2tUb3VWNWtMa0c0clA1SkVOMTRIczhsVk12WmJVVGEzdWlB?oc=5,United States (EN),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Boeing (Direct),"Renton, WA, US",2.5
Bipartisan U.S. Senators Rip Boeing’s Greed and Delay Tactics as Striking IAM Union Member Testifies in Washington,IAM Union,2025-10-23 07:00:00,Bipartisan U.S. Senators Rip Boeing’s Greed and Delay Tactics as Striking IAM Union Member Testifies in Washington  IAM Union,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPU3NSdnBjVVlyV0laVk1aRUFtNmJWWEZGNDdQU2UwQ0JEckpEb3dCZXhrcjNPdzhJM1BMTWx3bk5ITXVKYi1pczZLcC1pSWdQMWJrN01OX0NycmFtd0Q4OUZ4ZG52cVpvWTRnbVJfc05QYmFQNktkbkowMVV6WFphTS1kSHhLMkkyUEtZaG5kcmRMTkYyMDZKbFVoNmpFaTIwSFh4V0hpV292U0FaeDhST2hkMmhSaXlfTTd4SWc2TEl5QzhjWnhyNjdtZVBkb3B4eXlaN3R4LWFOM080ZzJv?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",5.0
Boeing Strike in St. Louis Ends as Union Approves New Contract,Assembly Magazine,2025-11-26 08:00:00,Boeing Strike in St. Louis Ends as Union Approves New Contract  Assembly Magazine,https://news.google.com/rss/articles/CBMipwFBVV95cUxNVFNpV05LUi1LWGxEVlFZNzg4SmtQRVFRQjctSmVub3d1U0hwcWlRUDI0WXJvX21VQXhJRHdRN3d1cW5KOWJ5YXFwQ1VPS0ZSTy1pck90MF82eDI0TFdHN0pvNEpvc0tSb01OZndCaEdnS1NvVWc4QmhfLVBvQWMwRUljd09raDU0TklIbXJxaXQxeE9HX1Ftel9OSzZ5c3FsdEFnNHlrWQ?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",5.0
US Senate committee slams Boeing for cutting health care to striking St. Louis workers,Missouri Independent,2025-10-22 07:00:00,US Senate committee slams Boeing for cutting health care to striking St. Louis workers  Missouri Independent,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQTmlDeFpnTmg3X1lKaUo4NUdRWlptQ05CVmlXamdYUDh6VF9hNlQ4T0F4emFuODJ4WXVSQzhhYll5SUVIVDdnWXZpdHhVa1gtYzJRU2NZb1ViTHZ4NlpGWDBrbExUWmgxeFhpamZsZGc0cHJ5Y3J0MEVxM0JPSmpLVHROc1NiZFQ3QzdiTzBIR2p4UTNsbnQxVDJJMldpbFV0ekJfdTFrX1VvZGI2UFpaRmxfNVpwcEQ4ZHlEWUtrNExudTgzQjNmWQ?oc=5,United States (EN),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Boeing (Direct),"Renton, WA, US",2.5
